run,timestep,Shue97_r_0,Shue97_a_0,Shue97_fit_loss,Shue97_grad_J_fit_over_ip,Shue97_delta_r_0,Shue97_time_taken_s,Liu12_r_0,Liu12_a_0,Liu12_a_1,Liu12_a_2,Liu12_d_n,Liu12_l_n,Liu12_s_n,Liu12_d_s,Liu12_l_s,Liu12_s_s,Liu12_fit_loss,Liu12_grad_J_fit_over_ip,Liu12_delta_r_0,Liu12_time_taken_s,Rolland25_r_0,Rolland25_a_0,Rolland25_a_1,Rolland25_a_2,Rolland25_d_n,Rolland25_l_n,Rolland25_s_n,Rolland25_d_s,Rolland25_l_s,Rolland25_s_s,Rolland25_e,Rolland25_fit_loss,Rolland25_grad_J_fit_over_ip,Rolland25_delta_r_0,Rolland25_time_taken_s
3,25500,11.7961,0.621525,12.1926,0.242178,4.64314,0.0451559,12.6423,0.429644,-0.00049529,0.278189,6,0.70352,0.268039,6,0.72241,0.259605,8.0878,0.397135,5.48938,0.881915,10.5476,0.2,-0.000785065,0.273525,5.00067,0.76361,7.76566,5.4218,0.639882,5.74254,0.38482,7.68324,0.539216,3.39469,1.83617
3,25800,11.7982,0.626477,12.9791,0.229148,4.64593,0.0503391,12.6737,0.421648,-0.000258639,0.294893,6,0.7059,0.261528,6,0.712385,0.257573,8.5086,0.371173,5.5214,0.856082,10.6056,0.2,-0.000611255,0.288798,5.18777,0.703709,6.80817,5.18689,0.704452,6.82017,0.374874,8.10595,0.511738,3.45333,1.78487
3,26100,11.7858,0.630074,13.0563,0.220912,4.6343,0.0407342,12.5764,0.445244,-0.000266936,0.264235,6,0.757257,0.224725,6,0.756998,0.224998,8.72903,0.352843,5.42498,0.855208,10.6128,0.2,0.000229737,0.266468,5.12321,0.701536,6.81521,5.13113,0.70171,6.82314,0.389997,8.31562,0.486791,3.4614,1.81273
3,26400,11.7349,0.634742,13.6282,0.225914,4.58173,0.0421452,12.673,0.450181,-0.000332244,0.249965,6,0.692306,0.256736,6,0.68496,0.263033,9.20211,0.336186,5.51988,0.819232,10.5297,0.2,-0.000116067,0.251063,5.00883,0.69805,6.93747,5.11745,0.642185,6.04667,0.40855,8.73656,0.495813,3.37653,1.7636
3,26700,11.74,0.63585,14.1414,0.211022,4.58865,0.0443194,12.744,0.440867,-0.00030451,0.259414,6,0.684051,0.265053,6,0.708235,0.253691,9.72509,0.309913,5.59269,0.848773,10.6108,0.2,-0.000360606,0.25952,5.16278,0.696824,6.84457,5.19737,0.645495,6.02117,0.397033,9.22997,0.457169,3.4595,1.78406
3,27000,11.7227,0.640753,14.0655,0.208434,4.57165,0.0423724,12.818,0.433584,0.00026949,0.262901,6,0.701858,0.254206,6,0.690278,0.266993,9.76552,0.299287,5.66696,0.855446,10.6537,0.2,0.000254196,0.262053,5.23286,0.695573,6.78908,5.22902,0.694982,6.73802,0.391941,9.24335,0.461261,3.50267,1.75302
3,27300,11.7824,0.639987,13.7742,0.204142,4.63146,0.0441361,12.9167,0.422203,-0.00075031,0.269513,6,0.709622,0.258057,6,0.749968,0.249166,9.83715,0.298069,5.76573,0.83201,10.7723,0.2,-0.000942187,0.26361,5.44262,0.695663,6.69241,5.41121,0.696273,6.54136,0.38065,9.23949,0.457941,3.62138,1.80084
3,27600,11.7403,0.649932,13.649,0.213511,4.58936,0.0435679,12.9986,0.403725,-0.000845483,0.28814,6,0.691084,0.270287,6,0.688375,0.274039,10.0778,0.286144,5.84771,0.811486,10.9527,0.2,-0.000931336,0.278287,5.69974,0.645245,5.81573,5.79224,0.638397,5.69585,0.355864,9.4825,0.445291,3.80183,1.77836
3,27900,11.696,0.661834,13.5144,0.213205,4.54542,0.0461767,13.1264,0.381155,-0.00172354,0.303898,6,0.708814,0.265082,6,0.71034,0.266091,10.3414,0.280481,5.97575,0.805709,11.1644,0.2,-0.00178564,0.287607,6,0.647013,5.68853,6,0.696723,6.32385,0.330272,9.6833,0.430858,4.0138,1.82829
3,28200,11.83,0.654677,13.7178,0.201069,4.67961,0.0462181,13.3326,0.362695,-0.00220684,0.310408,6,0.709093,0.265898,6,0.736604,0.261223,10.6434,0.263346,6.18226,0.8315,11.297,0.2,-0.00212537,0.281976,6,0.69484,6.45822,6,0.694991,6.32126,0.323244,9.96895,0.411587,4.14667,1.8062
3,28500,11.8276,0.654922,13.3828,0.202228,4.67779,0.0511953,13.3396,0.357923,0.000285197,0.310265,6,0.710086,0.256364,6,0.732218,0.250385,10.5371,0.263684,6.18975,0.867779,11.4126,0.2,0.000822998,0.288202,6,0.694833,6.53848,6,0.69684,6.50125,0.306044,9.8853,0.396744,4.26277,1.83668
3,28800,11.9468,0.653191,13.4867,0.195013,4.79873,0.0480161,13.4093,0.357415,0.000959748,0.309585,6,0.714315,0.258354,6,0.738525,0.245345,10.6672,0.253655,6.2612,0.851646,11.4754,0.2,0.00105245,0.281116,6,0.699532,6.43607,6,0.657035,5.84325,0.312077,9.97119,0.377637,4.32729,1.84823
4,18000,9.7017,0.663186,1.00054,1.72101,2.55038,0.048736,10.3205,0.527379,-0.000239515,0.146853,3.90253,0.1,0.57855,3.90552,0.1,0.587365,0.493922,1.59476,3.16923,0.75569,9.49506,0.457142,-0.000315592,0.149241,4.62764,0.124061,1.82925,4.49826,0.123082,1.75239,0.1301,0.46911,1.74655,2.34374,0.664226
4,18300,9.80403,0.649535,1.01791,1.68512,2.65432,0.0426956,10.4837,0.503299,-0.000549289,0.157732,3.41721,0.1,0.720643,3.31365,0.1,0.753561,0.47401,1.55356,3.33397,0.852152,9.81194,0.44438,-0.000710916,0.160345,3.87166,0.1,1.1526,3.54975,0.1,1.07752,0.107179,0.454933,1.64916,2.66223,1.75352
4,18600,9.85605,0.643963,0.769539,1.66898,2.70718,0.0427817,10.5934,0.502901,-0.000281206,0.146628,3.14782,0.1,0.884581,3.11782,0.1,0.905046,0.366005,1.51657,3.44451,0.835629,10.0387,0.449893,-0.00040192,0.150739,3.15443,0.1,0.837019,2.98811,0.1,0.796217,0.0927996,0.350925,1.57972,2.88979,1.81962
4,18900,9.97742,0.629054,0.88534,1.65261,2.50149,0.0383421,10.8565,0.476938,0.000311464,0.15953,3.13107,0.1,1.18876,3.07325,0.1,1.20395,0.38409,1.4996,3.3806,0.841234,10.1024,0.377772,0.00285876,0.170973,1.2732,1.2495,0.355982,1.57783,1.19519,1.86102,0.15556,0.359754,1.44019,2.62649,1.79239
4,19200,10.0015,0.625749,0.809591,1.58473,0.416585,0.0409383,10.8445,0.480467,0.000161173,0.150081,2.20038,0.968948,0.691196,2.20146,0.971485,0.687479,0.352074,1.43368,1.25956,0.616304,10.2238,0.387451,0.000206443,0.163304,1.67487,1.17918,1.83472,1.68554,1.18372,1.88201,0.138313,0.330704,1.37985,0.638887,1.01695
4,19500,10.0829,0.614496,0.872983,1.60193,0.107651,0.0431357,10.953,0.467602,0.000478773,0.15388,2.33782,0.974961,0.699625,2.33932,0.974951,0.690736,0.352796,1.41956,0.977737,0.646041,10.2707,0.348423,0.000587164,0.171662,1.88004,1.25178,1.75369,1.88621,1.24648,1.82358,0.17053,0.315955,1.37264,0.295463,0.80036
4,19800,10.0667,0.617021,0.68527,1.60603,-0.0244803,0.0404013,10.9057,0.481218,0.000405424,0.137323,2.26021,0.986412,0.665353,2.25192,0.98836,0.668869,0.297356,1.42967,0.814565,0.507989,10.2938,0.373464,0.000455758,0.155134,1.84843,1.21656,1.92292,1.85772,1.22087,1.96017,0.151855,0.26819,1.38082,0.202664,0.731881
4,20100,10.074,0.615562,0.670489,1.63931,-0.0177928,0.0384315,10.941,0.477937,8.79098e-05,0.138266,2.28587,0.989093,0.703115,2.29715,1.01799,0.679155,0.278847,1.43929,0.84922,0.504144,10.3162,0.368826,0.000177936,0.156408,1.88493,1.23925,1.8192,1.90856,1.24711,1.9046,0.154385,0.250143,1.3957,0.22438,0.910571
4,20400,10.0841,0.613358,0.687162,1.65783,0.00995064,0.0415869,10.9725,0.475658,0.000253584,0.138707,2.3221,1.01417,0.72145,2.33435,1.02439,0.69522,0.276751,1.43106,0.898321,0.596172,10.328,0.363977,0.000373004,0.157038,1.93191,1.25855,1.78712,1.96414,1.26427,1.92265,0.158543,0.246602,1.39635,0.253859,0.771857
4,20700,10.0579,0.614811,0.647483,1.65499,0.204729,0.0427296,10.9461,0.478993,0.000245279,0.134461,2.23148,0.981337,0.781627,2.29731,1.03032,0.672766,0.281625,1.4323,1.09292,0.622753,10.2451,0.35952,0.00028686,0.153123,1.86586,1.27671,1.93712,1.91534,1.28099,2.14879,0.169463,0.248194,1.40279,0.391887,1.02835
4,21000,10.0245,0.616126,0.69261,1.6632,0.384821,0.0423283,10.9773,0.47487,0.00110066,0.138699,2.17475,0.900892,1.05738,2.27826,1.01877,0.756954,0.306982,1.436,1.33763,0.568853,10.2309,0.34128,0.00237764,0.161146,1.67351,1.39115,0.790156,1.95903,1.31775,2.01591,0.186722,0.266775,1.43371,0.591222,1.50657
4,21300,9.97114,0.620248,0.620579,1.65945,0.51427,0.0384615,10.8777,0.491297,4.10404e-05,0.125247,2.32832,0.1,1.6578,2.36642,0.1,1.64293,0.31579,1.49843,1.42081,0.774171,10.2444,0.36711,-0.000149605,0.149864,1.48985,1.3911,0.372135,1.49338,1.39279,0.307495,0.168563,0.280251,1.46444,0.787564,1.7017
4,21600,9.97562,0.617259,0.693091,1.65664,0.567237,0.0423455,10.8778,0.489373,-2.58571e-05,0.126595,2.3385,0.253071,1.45243,2.53457,0.131626,1.4735,0.330873,1.5122,1.46941,0.394774,10.22,0.369667,-0.000375342,0.149012,1.45327,1.39109,0.280349,1.43785,1.4425,0.137606,0.167822,0.2952,1.46882,0.811586,1.83758
4,21900,9.97259,0.61576,0.74149,1.66651,0.606127,0.0481424,10.7971,0.493232,-8.1074e-05,0.123888,2.35885,0.262096,1.25469,1.90815,0.899439,0.926527,0.376636,1.50303,1.43067,0.478436,9.9768,0.357692,0.00214242,0.143311,1.2631,1.49342,0.335123,1.54326,1.37163,2.00978,0.19635,0.329625,1.49684,0.610339,2.05767
4,22200,9.99626,0.615073,0.72911,1.67431,0.771992,0.0474052,10.764,0.497695,7.15516e-05,0.118568,2.43646,0.220369,1.09897,1.7305,0.907897,0.876036,0.398332,1.49263,1.53968,0.514054,9.95861,0.36971,0.0026456,0.136076,1.11176,0.175673,0.1,1.43356,1.35549,2.7142,0.186262,0.350523,1.55699,0.734339,2.05878
4,22500,11.0926,0.558811,1.13391,1.60655,-1.23043,0.039811,12.5357,0.40207,-0.000174211,0.148846,4.69752,1.26899,0.549102,4.62962,1.26807,0.576935,0.469457,1.74728,0.212742,0.719162,12.6218,0.463116,-0.000203721,0.138204,4.27809,1.14647,3.44817,4.21993,1.14093,3.27555,-0.0635721,0.431359,1.52477,0.298858,0.827123
4,22800,11.2164,0.55843,1.30225,1.71873,-0.367318,0.0374593,12.7327,0.428142,7.31978e-05,0.127428,4.47657,1.37125,0.92199,4.48029,1.37457,0.919014,0.745014,1.51295,1.14899,0.612365,12.2135,0.322033,0.000170392,0.154934,5.00042,1.56793,1.89092,5.00676,1.56598,1.90731,0.14501,0.731875,1.52241,0.629748,0.791136
4,23100,10.8315,0.586531,1.15069,2.08084,-0.0176843,0.0360366,12.3308,0.509114,-8.22957e-05,0.054996,4.04701,1.45825,1.60605,4.02313,1.47018,1.63461,0.832452,2.37429,1.48161,0.306495,11.3597,0.271946,0.000187767,0.106508,6,1.99776,1.67415,6,2,1.69105,0.317252,0.694392,2.13617,0.510539,1.79155
4,23400,10.4327,0.611669,0.891772,1.31659,0.241614,0.03915,10.8358,0.664729,0.00154621,-0.102209,2.31552,0.988891,0.495523,2.2752,0.99201,0.482584,0.568277,0.987582,0.644654,0.576989,10.4979,0.619268,0.00150838,-0.0984678,1.98707,1.02265,3.16476,1.94001,1.0258,3.22094,0.0699322,0.566954,1.01269,0.306752,1.58812
4,23700,10.1997,0.636107,0.640616,1.28913,0.325015,0.0435531,10.7476,0.620644,0.00126379,-0.0187325,3.6492,0.82657,0.349455,3.53721,0.785637,0.364789,0.476369,1.34792,0.872943,0.573139,9.5777,0.326641,0.000765224,0.00884213,2.1333,0.928946,4.25644,2.07632,0.946221,4.4348,0.387884,0.295714,0.91213,-0.296947,1.57353
4,24000,9.81095,0.680807,0.875935,1.14055,0.460001,0.0438353,10.4089,0.607128,-0.000589261,0.0636106,3.91574,0.68755,0.3267,3.83549,0.695592,0.329548,0.66128,1.00481,1.05797,0.513332,9.00915,0.241156,-0.000423722,0.0821506,1.70016,0.829138,6.11228,1.69479,0.838051,6.31011,0.491676,0.38815,0.854977,-0.341796,1.04878
4,24300,9.63328,0.700047,1.37591,0.938153,1.01569,0.0435399,10.2222,0.602535,0.00134194,0.104669,4.43109,0.613801,0.30825,4.46386,0.617799,0.302662,0.937543,1.00977,1.60457,0.466894,8.69484,0.208833,0.000146658,0.111275,1.84365,0.687427,6.56029,1.84799,0.693218,6.79389,0.544944,0.531999,1.41924,0.0772528,1.30046
4,24600,9.65132,0.70275,1.81192,0.486597,1.10314,0.0454094,10.2612,0.594428,-8.14325e-05,0.127314,4.95187,0.550502,0.315724,4.9041,0.548141,0.319738,1.0802,0.816672,1.71299,0.490413,8.61284,0.223206,0.000152944,0.128212,2.09872,0.617221,5.97566,2.0578,0.619566,5.9319,0.534358,0.646258,1.55236,0.0646555,1.23985
4,24900,9.66308,0.708782,2.01502,0.341913,1.77481,0.0435301,10.3351,0.590637,0.00174485,0.139623,5.49938,0.488679,0.342805,5.44718,0.485813,0.34261,1.1147,0.79379,2.44686,0.43705,8.61856,0.225618,0.00120243,0.140024,2.5908,0.540541,4.95045,2.54951,0.542345,4.96951,0.53093,0.687533,1.61379,0.730295,1.23586
4,25200,9.6751,0.712773,2.25317,0.327347,1.79315,0.0432608,10.389,0.587005,0.000932125,0.151016,5.74194,0.48512,0.345149,5.75316,0.486258,0.34382,1.17441,0.836063,2.50707,0.443626,8.63382,0.222778,-6.03021e-05,0.151851,2.86898,0.535867,4.89659,2.89528,0.537315,4.8924,0.531051,0.743903,1.68491,0.751865,1.2283
4,25500,9.61986,0.721835,2.34537,0.326166,1.73879,0.046974,10.3175,0.590623,0.0012377,0.162292,5.92785,0.484925,0.32917,5.91406,0.484414,0.328606,1.14828,0.809501,2.43644,0.437602,8.58161,0.228905,0.000363857,0.161401,3.00863,0.488662,4.58319,2.96935,0.487976,4.53796,0.52725,0.759302,1.6197,0.700535,1.14504
4,25800,9.64926,0.723605,2.40177,0.310873,1.76942,0.0439722,10.3979,0.593069,0.00271638,0.152147,6,0.478817,0.334691,6,0.478331,0.330749,1.15503,0.73828,2.51805,0.625143,8.63604,0.227306,0.00198688,0.157709,3.59135,0.483742,4.64583,3.53625,0.483931,4.66357,0.529593,0.744008,1.37432,0.756199,1.06294
4,26100,9.67442,0.728459,2.25616,0.310502,1.79588,0.0448908,10.3934,0.604762,7.12163e-05,0.144389,6,0.465915,0.33258,6,0.467369,0.3333,1.08937,0.713025,2.51481,0.510077,8.61051,0.279918,0.000398942,0.144751,3.44269,0.471121,4.64322,3.45236,0.472425,4.64085,0.491026,0.726347,1.30418,0.73197,1.07442
4,26400,9.74469,0.727396,2.18999,0.302747,1.86787,0.0447841,10.4085,0.613837,0.000658191,0.135747,6,0.460186,0.332569,6,0.460698,0.332645,1.07333,0.65869,2.53171,0.532143,8.62738,0.302135,0.000507286,0.133726,3.15547,0.398671,3.80651,3.13816,0.398066,3.78226,0.478461,0.7219,1.26436,0.750569,1.22072
4,26700,9.75168,0.731136,2.55133,0.305288,1.8774,0.042545,10.5104,0.60064,0.00106443,0.148865,6,0.400372,0.364649,6,0.40044,0.363047,1.31944,0.68656,2.63611,0.556666,8.64029,0.256549,0.000713201,0.151477,3.16491,0.39459,3.75257,3.15495,0.394124,3.75021,0.516788,0.92819,1.17008,0.766017,1.09258
4,27000,9.75883,0.732398,2.53426,0.326737,1.90569,0.0508487,10.4482,0.611784,0.000461452,0.1417,5.94852,0.397742,0.353141,5.93849,0.397389,0.352711,1.29781,0.682714,2.59506,0.509715,8.60449,0.303984,0.000516001,0.143227,3.10735,0.393174,3.87927,3.07593,0.391512,3.87688,0.477084,0.943091,1.14444,0.75136,1.19774
4,27300,9.76769,0.734336,2.22148,0.346204,2.02273,0.0436806,10.4228,0.626555,-0.000131495,0.124979,5.61018,0.327338,0.379487,5.95188,0.393526,0.349666,1.10273,0.696431,2.67783,0.441623,8.60255,0.344325,-9.34572e-05,0.12764,2.90779,0.303885,3.17225,3.04629,0.387511,3.84304,0.447176,0.769859,1.14049,0.857594,1.32621
4,27600,9.7631,0.732215,2.37866,0.335026,2.14757,0.0462419,10.3719,0.626748,0.000787521,0.128579,5.79613,0.383519,0.348478,5.85956,0.385675,0.344991,1.10659,0.652118,2.75634,0.431405,8.6202,0.371652,8.63266e-05,0.129616,2.93391,0.29578,3.08633,2.94213,0.296968,3.08965,0.413581,0.799197,1.05945,1.00466,1.42032
4,27900,9.74914,0.725879,2.84934,0.336563,2.13923,0.0453666,10.3516,0.610999,0.000923957,0.145717,6,0.362935,0.339548,6,0.361452,0.33917,1.29881,0.645261,2.74168,0.75472,8.71889,0.384706,0.000550973,0.14841,3.56916,0.315582,3.22972,3.64726,0.318498,3.26481,0.37097,1.04622,0.989833,1.10898,1.32563
4,28200,9.80283,0.717633,2.82081,0.330858,2.19546,0.0453377,10.3859,0.602483,9.19928e-05,0.147326,6,0.359366,0.342768,6,0.356875,0.341385,1.25453,0.645029,2.7785,0.723558,8.73304,0.367391,-0.00016959,0.147952,3.6739,0.318348,3.24884,3.76596,0.320873,3.30467,0.384374,0.980544,0.980731,1.12566,1.29142
4,28500,9.81184,0.716276,2.26272,0.343334,2.24602,0.0446724,10.426,0.602102,-7.17895e-05,0.138784,6,0.356604,0.344767,6,0.352281,0.346944,1.07938,0.662721,2.8602,0.777849,8.75417,0.337767,0.000741192,0.14034,3.78495,0.319875,3.22381,3.85682,0.320641,3.26996,0.418117,0.783774,0.996709,1.18835,1.31359
4,28800,9.80272,0.718979,1.89044,0.348365,2.26087,0.0453102,10.432,0.606829,-0.00131423,0.12509,6,0.350309,0.33803,6,0.349312,0.345085,0.996415,0.673345,2.89018,0.760106,8.77072,0.32889,-0.000929357,0.126969,3.88028,0.32041,3.28203,3.8626,0.319174,3.242,0.432596,0.688885,0.998169,1.22887,1.27264
